id,title,ref_num,category,artist,sold
68769,Londonderry Vase,1987.1,Applied Arts of Europe,Manufacture nationale de Sèvres,0
57051,The Fountains,1900.385,Painting and Sculpture of Europe,Hubert Robert,0
102591,Bust of Paris,1984.530,Painting and Sculpture of Europe,Antonio Canova,0
4428,Mère Grégoire,1930.78,Painting and Sculpture of Europe,Gustave Courbet,0
4758,Stoke-by-Nayland,1922.4453,Painting and Sculpture of Europe,John Constable,0
81512,Interrupted Reading,1922.410,Painting and Sculpture of Europe,Jean Baptiste Camille Corot,0
111400,Samovar,1989.154a-e,Applied Arts of Europe,Henry van de Velde,0
109926,Landscape: Window Overlooking the Woods,1981.77,Painting and Sculpture of Europe,Édouard Jean Vuillard,0
110507,In the Sea,1990.443,Painting and Sculpture of Europe,Arnold Böcklin,0
103943,Manxman Pianoforte,1985.99,Applied Arts of Europe,Mackay Hugh Baillie Scott,0
107300,Tall-Case Clock,1983.37,Applied Arts of Europe,Josef Hoffmann,0
16487,"The Bay of Marseille, Seen from L'Estaque",1933.1116,Painting and Sculpture of Europe,Paul Cézanne,0
62371,Madame Cézanne in a Yellow Chair,1948.54,Painting and Sculpture of Europe,Paul Cézanne,0
24548,Shiva as Lord of the Dance (Nataraja),1965.1130,Arts of Asia,,0
34286,Mirror Frame with Tree of Life Motif,1970.474,Arts of Asia,,0
69109,"Tankard (Hanap) with Tulips, Hyacinths, Roses, and Carnations",1913.342,Arts of Asia,Islamic,0
11723,Woman at Her Toilette,1924.127,Painting and Sculpture of Europe,Berthe Morisot,0
6596,Ewer,1957.490a,Applied Arts of Europe,Real Fabbrica della porcellana di Capodimonte,0
57819,Wall Clock,1975.172,Applied Arts of Europe,Jean Pierre Latz,0
34116,Cabinet,1970.404,Applied Arts of Europe,Adam Eck,0
11320,Adam,1924.4,Painting and Sculpture of Europe,Auguste Rodin,0
64724,The Home of the Heron,1911.31,Arts of the Americas,George Inness,0
55706,Cornelius Allerton,1946.394,Arts of the Americas,Ammi Phillips,0
49702,Richard Bill,1944.28,Arts of the Americas,John Smibert,0
106538,Two-Handled Covered Cup,1984.1132,Arts of the Americas,Cornelius Kierstede,0
59787,Mrs. Daniel Hubbard (Mary Greene),1947.28,Arts of the Americas,John Singleton Copley,0
103347,Bureau Table,1984.1387,Arts of the Americas,John Townsend,0
120154,"Still Life - Strawberries, Nuts, &c.",1991.100,Arts of the Americas,Raphaelle Peale,0
31285,Portrait of Mary Adeline Williams,1939.548,Arts of the Americas,Thomas Eakins,0
36161,Tall Clock,1971.322,Arts of the Americas,George Grant Elmslie,0
87643,The Two Disciples at the Tomb,1906.300,Arts of the Americas,Henry Ossawa Tanner,0
97910,"The Advance-Guard, or The Military Sacrifice (The Ambush)",1982.802,Arts of the Americas,Frederic Remington,0
50148,"Hyères, France",1975.1134,Photography and Media,Henri Cartier-Bresson,0
70739,Washbowl,1987.377,Photography and Media,Edward Weston,0
119454,Untitled,1992.100,Photography and Media,El Lissitzky,0
49686,Portrait of Virgil Thomson,1975.677,Arts of the Americas,Florine Stettheimer,0
49714,The Artist Looks at Nature,1944.32,Arts of the Americas,Charles Sheeler,0
97916,The Bronco Buster,1982.808,Arts of the Americas,Frederic Remington,0
104094,General Andrew Jackson,1985.251,Arts of the Americas,William Rush,0
112092,Portions of a Jousting Helmet,1982.2493,Applied Arts of Europe,,0
89856,The actor Bando Mitsugoro II as Ishii Genzo,1940.1086,Arts of Asia,Tôshûsai Sharaku,0
11272,Maize and Cockscombs,1959.599,Arts of Asia,Tawaraya Sôtatsu,0
76816,"The Young Emperor Akbar Arrests the Insolent Shah Abu’l-Maali, page from a manuscript of the Akbarnama",1919.898,Arts of Asia,Basawan,0
49195,Maharana Bhim Singh in Procession,1975.507,Arts of Asia,Ghasi,0
70207,Kneeling Figure,1950.671,Arts of Asia,,0
86340,Head of a Male Deity (Deva),1924.41,Arts of Asia,,0
76869,Royal Horse Inspection,1919.945,Arts of Asia,'Aliquli Jabbadar,0
70003,Funerary Urn (Hunping),1987.242,Arts of Asia,,0
88977,"Evening Snow on a Floss Shaper (Nurioke no bosetsu), from the series ""Eight Views of the Parlor (Zashiki hakkei)""",1928.903,Arts of Asia,Suzuki Harunobu,0
79507,Pillars of the Country,1953.281,Arts of Asia,Yao Shou,0
56731,Legends of the Yuzu Nembutsu Sect,1956.1256,Arts of Asia,,0
58540,Tiered Offering Mandala of the Goddess of Wealth (Vasudhara),1979.616,Arts of Asia,,0
76279,Yang Pu Moving His Family,1952.9,Arts of Asia,,0
34299,Landscapes,1970.479,Arts of Asia,Huang Binhong,0
16169,The Beheading of Saint John the Baptist,1933.1014,Painting and Sculpture of Europe,Giovanni di Paolo,0
62042,"Still Life with Dead Game, Fruits, and Vegetables in a Market",1981.182,Painting and Sculpture of Europe,Frans Snyders,0
20579,Hercules and the Lernaean Hydra,1964.231,Painting and Sculpture of Europe,Gustave Moreau,0
869,The Watermill with the Great Red Roof,1894.1031,Painting and Sculpture of Europe,Meindert Hobbema,0
23972,Virgin and Child with the Young Saint John the Baptist,1965.688,Painting and Sculpture of Europe,Correggio,0
4773,Mrs. Jens Wolff,1922.4461,Painting and Sculpture of Europe,Sir Thomas Lawrence,0
11434,Salome with the Head of Saint John the Baptist,1960.3,Painting and Sculpture of Europe,Guido Reni,0
16298,Portrait of Jean Gros,1933.1051a,Painting and Sculpture of Europe,Rogier van der Weyden,0
4796,Fishing Boats with Hucksters Bargaining for Fish,1922.4472,Painting and Sculpture of Europe,Joseph Mallord William Turner,0
73413,Bust of a Youth (Saint John the Baptist?),1989.1,Painting and Sculpture of Europe,Francesco Mochi,0
16327,The Annunciation,1933.1062,Painting and Sculpture of Europe,"Jean Hey, (the Master of Moulins)",0
111559,Boy on a Ram,1979.479,Painting and Sculpture of Europe,Francisco José de Goya y Lucientes,0
59847,Cupid Chastised,1947.58,Painting and Sculpture of Europe,Bartolomeo Manfredi,0
80084,The Crucifixion,1954.15,Painting and Sculpture of Europe,Francisco de Zurbarán,0
111317,"Amédée-David, the Comte de Pastoret",1971.452,Painting and Sculpture of Europe,Jean Auguste Dominique Ingres,0
5848,Landscape with Saint John on Patmos,1930.500,Painting and Sculpture of Europe,Nicolas Poussin,0
4575,Judith,1956.1109,Painting and Sculpture of Europe,Jan Sanders van Hemessen,0
16362,Friar Pedro Shoots El Maragato as His Horse Runs Off,1933.1075,Painting and Sculpture of Europe,Francisco José de Goya y Lucientes,0
14572,The Millinery Shop,1933.428,Painting and Sculpture of Europe,Hilaire Germain Edgar Degas,0
14574,Henri Degas and His Niece Lucie Degas (The Artist's Uncle and Cousin),1933.429,Painting and Sculpture of Europe,Hilaire Germain Edgar Degas,0
105466,The Battle between the Gods and the Giants,1986.426,Painting and Sculpture of Europe,Joachim Antonisz. Wtewael,0
111610,The Garden of Palazzo Contarini dal Zaffo,1991.112,Painting and Sculpture of Europe,Francesco Guardi,0
50330,Fall-Front Desk,1976.39,Applied Arts of Europe,,0
87163,"Fourth of July, Jay, New York",1961.942,Photography and Media,Robert Frank,0
66434,Georgia O'Keeffe—Hands and Thimble,1949.745,Photography and Media,Alfred Stieglitz,0
13720,Alabama Cotton Tenant Farmer's Wife,1962.158,Photography and Media,Walker Evans,0
50157,Mondrian's Glasses and Pipe,1975.1137,Photography and Media,André Kertész,0
100079,Untitled,1983.55,Photography and Media,"Brassaï, (Gyula Halász)",0
